,id.orig_h,id.orig_p,id.resp_h,id.resp_p,duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,proto_tcp,proto_udp,service_dhcp,service_dns,service_http,service_irc,conn_state_OTH,conn_state_RSTR,conn_state_S0,conn_state_S1,conn_state_S3,conn_state_SF,history_C,history_D,history_Dd,history_Other,history_S,history_ShAdDaf,history_ShAdDaft,history_ShAdfDr
0,3232235971.0,41040.0,3119782379.0,80.0,3.139211,0.0,0.0,0.0,3.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3232235971.0,41040.0,3119782379.0,80.0,3.1524866,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,3232235971.0,41040.0,3119782379.0,80.0,3.1524866,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,3232235971.0,41040.0,3119782379.0,80.0,1.477656,149.0,128252.0,2896.0,94.0,5525.0,96.0,139044.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,3232235971.0,41042.0,3119782379.0,80.0,3.147116,0.0,0.0,0.0,3.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,3232235971.0,41042.0,3119782379.0,80.0,1.305004,151.0,128348.0,5792.0,96.0,5699.0,92.0,133140.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,3232235971.0,41044.0,3119782379.0,80.0,1.004605,148.0,91961.0,2896.0,67.0,4148.0,65.0,92453.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,3232235971.0,41046.0,3119782379.0,80.0,4.129647,148.0,99303.0,5792.0,75.0,4412.0,69.0,97107.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,3232235971.0,41048.0,3119782379.0,80.0,3.114215,0.0,0.0,0.0,3.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,3232235971.0,41048.0,3119782379.0,80.0,3.1524865999999996,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,3232235971.0,41048.0,3119782379.0,80.0,3.1524865999999996,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,3232235971.0,123.0,2481415173.0,123.0,3.1390947999999996,48.0,48.0,0.0,1.0,76.0,1.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,3232235971.0,41048.0,3119782379.0,80.0,3.1524865999999996,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,3232235971.0,41048.0,3119782379.0,80.0,3.1524865999999996,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14,3232235971.0,123.0,2481415173.0,123.0,3.1390947999999996,48.0,48.0,0.0,1.0,76.0,1.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,3232235971.0,41050.0,3119782379.0,80.0,3.158705,0.0,0.0,0.0,3.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,3232235971.0,41050.0,3119782379.0,80.0,3.1394958,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,3232235971.0,41050.0,3119782379.0,80.0,3.1394958,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,3232235971.0,123.0,3278999753.0,123.0,3.1390947999999996,48.0,48.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,3232235971.0,41050.0,3119782379.0,80.0,3.1394958,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,3232235971.0,123.0,2481415173.0,123.0,3.1390947999999996,48.0,48.0,0.0,1.0,76.0,1.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,3232235971.0,123.0,1383150888.0,123.0,3.1705672,48.0,48.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,3232235971.0,41050.0,3119782379.0,80.0,3.1394958,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,3232235971.0,123.0,2481415173.0,123.0,3.1390947999999996,48.0,48.0,0.0,1.0,76.0,1.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,3232235971.0,41052.0,3119782379.0,80.0,2.299441,151.0,164266.0,5792.0,114.0,6607.0,117.0,168910.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,3232235971.0,48986.0,3119782379.0,6667.0,3.107733,0.0,0.0,0.0,3.0,180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,3232235971.0,41056.0,3119782379.0,80.0,3.136227,0.0,0.0,0.0,3.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,3232235971.0,41056.0,3119782379.0,80.0,3.1230244,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,3232235971.0,41056.0,3119782379.0,80.0,3.1230244,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,3232235971.0,123.0,2481415173.0,123.0,3.1390947999999996,48.0,48.0,0.0,1.0,76.0,1.0,76.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,3232235971.0,41056.0,3119782379.0,80.0,3.1230244,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,3232235971.0,41056.0,3119782379.0,80.0,3.1230244,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,3232235971.0,123.0,1359149245.0,123.0,3.1705672,96.0,76.8,0.0,1.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
